username,userid,profile_location,created_at,text,retweet_count,source,coordinates
mani💌,1012983656128712704,"Los Angeles, CA",2023-01-18 19:55:14,i just gave this homeless man some change he said i love you girl 😂😂😂,0,Twitter for iPhone,
Rob Archer 🎙,10583042,"Los Angeles, CA",2023-01-18 19:54:00,"George Santos, using an alias, is accused of scamming a homeless vet, stealing money, and letting the vet's service… https://t.co/Fb9XTmD3Oc",0,TweetDeck,
Instinct Magazine,22048152,"Burbank, CA",2023-01-18 19:50:19,"In 2016, @Santos4Congress set up a crowdfunding campaign for the service dog of a homeless disabled Veteran to help… https://t.co/24V6U2lP2G",0,Twitter Web App,
Everyone In LA,772802441716854784,"Los Angeles, CA",2023-01-18 19:25:20,"Join us for the Greater Los Angeles Homeless Count January 24-26! 

Participating is safe and easy. Will you do you… https://t.co/c8zHk7k9Eb",0,Twitter for iPhone,
Los Angeles Christian Health Centers (LACHC),574764870,"Skid Row, Los Angeles",2023-01-18 19:23:06,"Roy Koh, Lead Dentist at @la_chc, talks about the transformative impact our dental work has on the lives of our pat… https://t.co/LLjCRURaiX",0,Twitter Web App,
Sheila Peterson,271563792,"San Fernando Valley, CA",2023-01-18 19:04:10,7-Eleven store owner uses classical music to drive away homeless people https://t.co/ZPSgJ8bz5b via @Yahoo,0,Twitter Web App,
"Living Advantage, Inc",26602286,"Los Angeles, CA",2023-01-18 19:00:53,Help our friends at Young People To The Front get an accurate count of all the homeless youth here in LA County. Th… https://t.co/oUrrsduMhQ,0,Hootsuite Inc.,
Your Home Sold Guaranteed Realty - The Almaro Team,2904655962,"Rosemead, CA",2023-01-18 19:00:30,"Want to buy a new home, but have a house to sell? 
👉 Trade your home in and buy your new one with cash
👉 Pick your… https://t.co/dL7afizmpv",0,Twitter Web App,
Jack Walsh,3578440994,"Los Angeles, CA",2023-01-18 18:57:44,"@mirandadabs Say what you will about Democratic Hill staffers, none of them are working for a guy who killed a home… https://t.co/x3gHBgY4DU",6,Twitter for Android,
OK2LA,1696937120,"Playa del Rey, CA",2023-01-18 18:57:14,"Homeless dogs deserve rescue, adoption, and a second chance at life in Canada. Sign the petition! 🐶 #CFIAdogban https://t.co/DLfQx0yr7t",0,Twitter Web App,
Amy Hubbard,334873878,LA,2023-01-18 18:52:22,"""These pets are loved as much or more as [those of] housed folks” -- @SalHernandez did a ride-along with the veteri… https://t.co/Cvk2dgtdFb",11,Twitter Web App,
𝕙𝕖𝕒𝕧𝕪𝕡𝕖𝕥𝕒𝕝,402927958,LA,2023-01-18 18:51:30,not only is he a white cis male but he looks homeless. and he is still respected. let that dawn on you!!!,0,Twitter Web App,
AlternateDictum,3219683995,"Beverly Hills, CA",2023-01-18 18:43:54,@kevinvdahlgren @nypost This will take money away from non profit organizations who are robbing the cities off tax… https://t.co/NMycK51QzZ,0,Twitter for iPhone,
Christine D. Beatty,223918920,"Los Angeles, CA",2023-01-18 18:36:18,"@xintra P.S. Suzette died homeless in the SFBA (Oakland, IIRC) in 2000. She'd finally worn out everyone who tried t… https://t.co/316J1VUblM",0,Twitter Web App,
Wayne Artemis,1603891310967934976,"Los Angeles, CA",2023-01-18 18:29:25,": the main reason why MANY people, particularly retirees ARE HOMELESS, is because of ""PROPERTY TAXES."" You don't ha… https://t.co/nLgTJfV869",0,Twitter for Android,
Bobbi Keith,710998696339443712,Los Angeles,2023-01-18 18:27:26,"@kevinvdahlgren @nypost Scheduled drug meth has become the drug of choice for many homeless, and users should be ar… https://t.co/w8vA5vVwGv",0,Twitter Web App,
nayeli,1281092836494938113,"Huntington Park, CA",2023-01-18 18:17:34,"theres this homeless man at my job that calls me selena and tells me he loves me all the time.
tell me why he was l… https://t.co/3Hfg97yRIW",0,Twitter for iPhone,
L.A. Public Library,33573444,"Los Angeles, California, USA",2023-01-18 18:16:06,Remy Geaga (1916 – 1997) was a Filipina American community leader who advocated for the elderly and homeless. Read… https://t.co/5CFAqABIah,4,SocialFlow,
Jeffrey Young,1225280006781227008,"Los Angeles, CA",2023-01-18 18:11:30,@SpreadTheVoteUS Do you only have staff? I would volunteer to help . I've been homeless and would like to help others.,0,Twitter for Android,
🅱️,1665617708,"Beverly Hills, CA",2023-01-18 18:07:07,donate to @Huegoblack for homeless in #LosAngeles #nonprofit https://t.co/QB8hI2u7yi,0,Twitter for iPhone,
LA County Development Authority,978735327593443328,"Alhambra, CA",2023-01-18 18:00:24,Los Angeles has the largest unsheltered homeless population in the nation. Do your part to help end homelessness by… https://t.co/vbzzDlZnPF,1,Constant Contact - Social Posts,
TMZ,16331010,"Los Angeles, CA",2023-01-18 18:00:13,Rep. George Santos allegedly scammed a disabled homeless military veteran out of thousands in donations intended to… https://t.co/FOkvR80RQi,29,SocialFlow,
Scott Peterson,888154849539272704,"Los Angeles, CA",2023-01-18 17:44:21,"MY HUSBAND’S 385TH INAPPROPRIATE REMARK IS THE FINAL STRAW

I knew Marvin could be a bit off-color when I met him a… https://t.co/sRb5boBZKz",0,Twitter Web App,
Cristina Silva,20552442,Los Angeles,2023-01-18 17:34:50,"“These people out here who own pets, they’re looking for a normal life, they’re trying to get on their feet, they v… https://t.co/8VYqkaKdeS",0,Twitter for iPhone,
The Homeless Times,1153413011651977217,"Los Angeles, California USA",2023-01-18 17:14:15,"Have you hugged a homeless person today?
#homeless #la",0,IFTTT,
UCLA Health,26982121,"Los Angeles, CA",2023-01-18 17:13:51,We’re happy to celebrate the first year of the UCLA Homeless Healthcare Collaborative with @RepTedLieu and thank hi… https://t.co/v3xbX07ksA,24,Twitter Web App,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 17:11:06,Augustine has lived on the streets of Chicago ever since she got out of prison. She says there is no support for pe… https://t.co/mlMGDUcPwy,2,Agorapulse app,
Kwertzy Industries,15814095,"Los Angeles, CA",2023-01-18 17:04:51,@RottenInDenmark People keep citing him as a journalistic source and it's like.  Remember when he bragged about sho… https://t.co/txGGeulxYF,2,Twitter Web App,
Susan Bridges🏳️‍🌈,52075005,"Los Angeles, CA",2023-01-18 17:03:32,"@Penprince_ @TananariveDue I’ve lived in LA for over a decade, and if I wasn’t also successful in another field, my… https://t.co/lRTStu3wDC",0,Twitter for iPhone,
кибераутизм,1035250322,"East Los Angeles, CA",2023-01-18 17:03:27,homeless and rich,0,Twitter for iPhone,
LA Bad Momz Club❄️😭,1381713004648038402,"Los Angeles, CA",2023-01-18 16:55:05,"@nikasoonshiong Your father is the wealthiest billionaire in LA, hoards properties, price gouges life-saving cancer… https://t.co/O4jqTSLVuS",0,Twitter for iPhone,
Benjamin Oreskes🦅,378122528,"Los Angeles, CA",2023-01-18 16:42:35,Iconic @GenaroMolina47 photo. https://t.co/iyXdNahEwE https://t.co/reaNFsCD7S,3,Twitter Web App,
Hilda Solis,2377732207,"Los Angeles, CA",2023-01-18 16:41:05,"Pledging your time as a volunteer for the 2023 Greater Los Angeles Homeless Count is an easy, meaningful way to mak… https://t.co/l7GTpTCot8",0,Twitter Web App,
City of Alhambra,107268649,"Alhambra, CA",2023-01-18 16:33:06,"Alhambra's Homeless Count is taking place on Tuesday, January 24, 2023.
Do your part to help end homelessness — bec… https://t.co/MeIC1v00ZH",0,Hootsuite Inc.,
Lincoln Heights Intel,1289518539863285760,"Los Angeles, CA",2023-01-18 16:31:19,@LADeptofAging @EunissesH @CW_HeatherHutt Unhoused residents are also eligible for free ones. caveat being a contra… https://t.co/JwceADFZ9f,0,Twitter for iPhone,
CUSTOM/TAILOR MADE CLOTHING - FASHION DESIGNER,725466115,"Los Angeles, CA",2023-01-18 16:19:02,"@randmvideo When nature calls, probably the city just needs public restroom for their homeless. :(",0,Twitter for iPhone,
Salvador Hernandez,15383246,Los Angeles,2023-01-18 16:16:40,Meet Kwane Stewart: The crusading vet  that treats some of L.A.’s most cherished pets: the pets of skid row https://t.co/4P5sZ2CeFs,3,Twitter for iPhone,
J.J. Haro,1589432505563652097,"Los Angeles, CA",2023-01-18 16:14:18,I carry a spare meal for the homeless. It's too much. Walking past them and pretending I don't care. If it wasn't f… https://t.co/bIePY0qgqJ,0,Twitter for iPhone,
Sossi Crilly,119543638,Los Angeles,2023-01-18 16:14:00,@gtconway3d That he can con a homeless veteran out of 3000.00 meant his dog ‘s surgery.,0,Twitter for iPhone,
ashley ray,1206032538990366722,"Los Angeles, CA",2023-01-18 16:13:25,"here is a rule i have lived by my whole life: if you see a homeless person or someone in need, there is no reason t… https://t.co/bLeu6yzGCA",28,Twitter for iPhone,
Valory Pierce,3182737176,"Los Angeles, CA",2023-01-18 15:45:03,"@kirsttea If you like The Little Mermaid, Thumbelina — Jodi Benson’s  ‘Part of my world’ is good.

‘I’m Glad My Mom… https://t.co/CCH3WMXC3Z",0,Twitter for iPhone,
Jim A in L.A.,18343484,Los Angeles,2023-01-18 15:22:48,"@TraderBaby007 @JackLombardi @RepSwalwell Neither is mine! Cali is known for Hollywood, Google, Apple and leading t… https://t.co/JcSAQ5qFcy",0,Twitter for iPhone,
TmzBot,1525253994985074688,"Los Angeles, CA",2023-01-18 15:13:58,Rep. George Santos is now firmly in the doghouse ... the embattled U.S. Congressman allegedly scammed a disabled ho… https://t.co/XjUfkSZtug,0,IFTTT,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 15:11:06,"Jossalyn lived homeless near Skid Row for 17 years, and every time I visited LA I looked for her. On my last few tr… https://t.co/Eh0LWsAngI",2,Agorapulse app,
Bridget Phetasy,15567770,"Los Angeles, CA",2023-01-18 15:00:52,Beyond Parody with Bridget Phetasy: Politically Homeless - No Place For Me Anymore https://t.co/4ZMIQb5hRv,3,Substack,
TMZ,16331010,"Los Angeles, CA",2023-01-18 14:50:36,Rep. George Santos is now firmly in the doghouse ... the embattled U.S. Congressman allegedly scammed a disabled ho… https://t.co/Xru2zC3zUb,27,TMZ Twitter,
Steve Weakley,15396105,"Los Angeles, CA",2023-01-18 14:37:22,"More cities and states make homeless encampments a crime, leaving low-income people with few options https://t.co/Z7yehx78zN",0,Twitter for iPhone,
Kid 2 Gib,1269816351931150337,"Montréal, Québec",2023-01-18 14:32:22,"Jokes on Twitter have y’all thinking black men are homeless but stat wise black women have the highest homeless rate 😞

But we “dusty”.",0,Twitter for iPhone,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-18 14:22:25,"Once a destination downtown, now another casualty of the destruction of Seattle. When you cede downtown to crazy ho… https://t.co/w1EWcPmMeo",0,Twitter for Mac,
Margaret9 Farrell,14774634,Los Angeles,2023-01-18 14:13:49,How the Street Vet came to care for homeless pets - Los Angeles Times https://t.co/7xix1rvox5,0,Twitter for iPhone,
#Arrest Fauci & Gates Fuck Klaus Schwab 🇺🇸,364703609,Whittier CA,2023-01-18 14:09:28,"'George Santos killed my dog!' Liar GOP congressman is accused of stealing $3,000 raised for homeless disabled vet'… https://t.co/MS2vDtHmLt",0,Twitter for iPhone,
Serious Joint Avatar Fighting Homelessness,110923238,"Los Angeles, CA",2023-01-18 13:48:18,"@RepJeffries My Congress is morally bankrupt along with the country

2.5M Homeless children in America and we're se… https://t.co/MehltZBjHR",0,Twitter Web App,
DabKleen,752202798360440832,Los Angeles,2023-01-18 13:35:51,Fentanyl Crisis Behind Record Homeless Death Toll in Seattle https://t.co/obUTBW99vF https://t.co/IKl7gFqEsy,0,dlvr.it,
theONLYbriandzyak 🇺🇦,1359618344899407872,"Los Angeles, California",2023-01-18 12:50:42,"@roedema_chad @NOGOP4Me @Thiohna So you're against the death penalty, guns, war, and for universal healthcare and a… https://t.co/j1ZdXipf0u",0,Twitter Web App,
kingly is Royalty,1072558820843380736,"Los Angeles, CA",2023-01-18 12:38:03,"@lacontroller Please explain what does this team do and why are they needed?, @KarenBassLA you could be paying the… https://t.co/td5yviJcQn",0,Twitter for iPhone,
EarthaFelton,1591094539497848832,"Hawthorne, CA",2023-01-18 12:28:33,"More cities and states make homeless encampments a crime, leaving low-income people with few options https://t.co/AfmA51ae7V",0,Twitter Web App,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 12:11:08,Lashenee was living at a shelter when she got coronavirus from a staff member. The provider placed her in a hotel t… https://t.co/yqeJ7zH8Wk,3,Agorapulse app,
🧼💧,1348055687809691648,"Los Angeles, CA",2023-01-18 11:55:59,I wish someone would put all the homeless people in dtla in gas chambers,0,Twitter for iPhone,
Tommy Lightfoot Garrett,399129934,Beverly Hills,2023-01-18 11:36:18,The veteran was temporarily homeless and needed the money to save his service dog.  George Santos using an alias An… https://t.co/XN60BjdufC,2,Twitter for Android,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 11:04:05,"People don't choose to be isolated, lonely, exposed to extreme temperatures, victims of violence, hungry ... They D… https://t.co/KtkGUTD8o6",13,Agorapulse app,
M Full,843951691498061824,"Santa Monica, CA",2023-01-18 10:01:35,@lavern_spicer Why don’t they use the money to help the homeless situation in San Francisco?🤡,0,Twitter for iPhone,
Carin,1163211509637365761,"Venice, Los Angeles",2023-01-18 09:35:08,"Biden's strategy on homelessness has failed, but he refuses to learn https://t.co/LkurexZBhb",0,Twitter for iPad,
ꪀꪖꪀᥴꪗ 𝕥ꫀ𝕛ꫀᦔꪖ🦋,1230115213690593280,"Los Angeles, CA",2023-01-18 09:15:43,Gave over 3k worth of lashing stuff to a single mommy of 2 that was previously homeless. She took my lash course li… https://t.co/w8vrBdvorO,0,Twitter for iPhone,
ehste,1160030141596049408,"Echo Park, Los Angeles",2023-01-18 09:10:32,@WadeEian Ngl homeless man  ate up his ass up end,0,Twitter for iPhone,
Diana Hale,2188713661,"Los Angeles, CA",2023-01-18 09:08:40,@hotboympumz @ellengau @CKliemt I agree. He was homeless. He didn’t have the same headspace as us. Dismissing rape… https://t.co/a3aiWye7PQ,0,Twitter for iPhone,
Judd Omen,1593761295349604352,"Los Angeles, CA",2023-01-18 08:11:45,"AMERICAN 
Land Of The FREE 
Because Of The Brave Soldiers 
Who gave Their Young Lives
2Keep Us From 
Foreign Takeov… https://t.co/L1Dr6UxDmj",0,Twitter for iPad,
Invisible People ➤ Imagine Everyone With a Home,16786960,Los Angeles ,2023-01-18 08:11:06,"Simba is a gentle, kind man who should not be homeless in his senior years. Elderly homelessness is growing at alar… https://t.co/E03o4gdbQo",7,Agorapulse app,
🐱🐈Edmund Kayyuen Lo🐯🐅 (iCarlyFan2009),371581403,"Bellflower, Ca ",2023-01-18 07:44:27,"Hi, I'm trying to rise money to Help Homeless Children's ((link: https://t.co/13u7VuTHkL) https://t.co/13u7VuTHkL).… https://t.co/kymZoKXxQt",0,Twitter for Android,
🐱🐈Edmund Kayyuen Lo🐯🐅 (iCarlyFan2009),371581403,"Bellflower, Ca ",2023-01-18 07:44:26,"Posted on Tuesday:
I'm trying to rise money to help Homeless Dogs &amp; Cats. LISTEN TO THE KITTEN🐈OrDog🐕  SAYING: Plea… https://t.co/tClzKGpRM9",0,Twitter for Android,
Feefer@mas.to 🇺🇸🌻🇺🇦,20947434,"Los Angeles, CA",2023-01-18 07:40:36,"@watt4prez @kennedytcooper What’s so “weird” about it?

Teddy said something similar 100 yrs ago, &amp; no one had a 💩-… https://t.co/GUdnbJb0EV",0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 07:19:04,"Facing an unhappy judge, L.A. leaders vow to rework settlement on homeless services https://t.co/M0l0UOBpBd https://t.co/QDcaK3vOoe",8,SocialNewsDesk,
Miss Meg,22218880,"Hollywood, Los Angeles",2023-01-18 06:49:58,@latimes So we call the cops in our neighborhood when a homeless guy is lunging at people with a knife but they won… https://t.co/icBTUuDPFr,0,Twitter for iPhone,
